Video Title,URL
"Voices of VMworld: Larry Ellison, Oracle Executive Chairman & CTO and VMware CEO Raghu Raghuram",https://www.vmware.com/vmworld/en/video-library/video-landing.html?sessionid=1630763741953001EOfG&videoId=6275586968001
Future of Observability with VMware Aria Operations for Applications,https://www.vmware.com/explore/video-library/video-landing.html?sessionid=1684941130333001FHOf&videoId=6335721909112
